User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Activity_Type
10058690,232.0,male,61,197.0,104.0,28.0,108.0,41.1,Running
10059915,54.0,female,75,153.0,62.0,11.0,87.0,40.0,Walking
10060589,42.0,male,54,187.0,88.0,8.0,92.0,39.3,Running
10060820,50.0,male,45,175.0,76.0,15.0,84.0,40.5,Walking
10061627,11.0,male,51,173.0,77.0,4.0,78.0,38.8,Walking
10062219,70.0,female,39,187.0,87.0,13.0,101.0,40.2,Running
10065149,31.0,male,36,182.0,82.0,8.0,90.0,39.5,Running
10065742,29.0,female,30,176.0,73.0,9.0,80.0,39.6,Walking
10065831,54.0,male,36,174.0,78.0,13.0,92.0,40.1,Running
10067056,54.0,male,26,177.0,80.0,13.0,95.0,39.9,Running
10067456,204.0,female,39,169.0,62.0,29.0,113.0,41.0,Running
10067637,92.0,female,51,170.0,71.0,16.0,100.0,40.3,Running
10067859,210.0,male,53,196.0,97.0,27.0,108.0,40.9,Running
10068396,130.0,female,34,173.0,69.0,22.0,104.0,40.7,Running
10068443,34.0,female,43,166.0,62.0,8.0,86.0,39.4,Walking
10069305,47.0,female,44,159.0,59.0,10.0,90.0,39.7,Running
10069648,201.0,male,37,196.0,91.0,28.0,110.0,41.0,Running
10072090,88.0,male,39,194.0,99.0,17.0,95.0,40.2,Running
10072185,70.0,female,24,167.0,62.0,17.0,88.0,40.3,Walking
10072374,95.0,male,68,190.0,95.0,15.0,94.0,40.2,Running
10072548,114.0,male,65,178.0,84.0,17.0,99.0,40.3,Running
10072811,8.0,male,24,175.0,78.0,4.0,81.0,39.1,Walking
10072976,177.0,male,27,172.0,71.0,29.0,109.0,40.6,Running
10073254,97.0,female,41,159.0,60.0,18.0,97.0,40.8,Running
10074404,156.0,male,72,172.0,82.0,19.0,107.0,40.5,Running
10076869,59.0,male,28,192.0,92.0,14.0,93.0,40.3,Running
10077039,83.0,female,34,156.0,56.0,17.0,93.0,40.3,Running
10077557,100.0,female,37,164.0,60.0,17.0,102.0,40.2,Running
10078779,43.0,male,38,182.0,88.0,9.0,94.0,39.7,Running
10078782,198.0,female,36,153.0,57.0,28.0,113.0,41.0,Running
10078938,27.0,female,26,158.0,58.0,7.0,85.0,39.8,Walking
10079137,45.0,male,21,199.0,95.0,13.0,90.0,39.9,Running
10079483,30.0,male,46,183.0,81.0,8.0,86.0,39.5,Walking
10079907,102.0,male,32,193.0,96.0,18.0,101.0,40.3,Running
10080947,150.0,female,53,172.0,70.0,25.0,102.0,40.6,Running
10081258,119.0,male,63,184.0,91.0,18.0,98.0,40.6,Running
10082523,32.0,male,74,205.0,112.0,6.0,83.0,39.0,Walking
10082589,259.0,male,57,177.0,79.0,29.0,117.0,40.7,Running
10082743,34.0,female,54,159.0,63.0,8.0,84.0,39.7,Walking
10083227,143.0,female,66,162.0,66.0,24.0,99.0,40.7,Running
10083493,53.0,female,73,154.0,57.0,10.0,90.0,39.9,Running
10083928,28.0,male,63,178.0,76.0,6.0,87.0,39.1,Walking
10084261,66.0,male,62,176.0,84.0,11.0,95.0,40.1,Running
10085980,96.0,female,43,158.0,60.0,17.0,99.0,40.4,Running
10088727,23.0,female,21,181.0,68.0,6.0,86.0,39.2,Walking
10088974,96.0,female,44,154.0,62.0,18.0,96.0,40.4,Running
10089643,23.0,female,34,169.0,67.0,8.0,76.0,39.5,Walking
10091123,230.0,male,61,183.0,87.0,29.0,108.0,40.6,Running
10091465,125.0,male,26,177.0,78.0,23.0,104.0,40.3,Running
10092048,62.0,male,34,183.0,84.0,16.0,90.0,40.0,Running
10093132,94.0,female,21,171.0,68.0,19.0,97.0,40.1,Running
10094392,189.0,male,45,179.0,78.0,24.0,114.0,40.6,Running
10096522,101.0,female,56,165.0,70.0,18.0,98.0,40.4,Running
10097220,20.0,male,40,167.0,66.0,6.0,87.0,39.1,Walking
10097954,61.0,female,69,172.0,69.0,11.0,95.0,39.7,Running
10098080,168.0,male,25,175.0,78.0,28.0,108.0,40.9,Running
10099232,123.0,male,21,186.0,88.0,24.0,102.0,40.7,Running
10099348,229.0,male,60,187.0,88.0,29.0,108.0,40.8,Running
10100047,105.0,female,25,159.0,59.0,21.0,96.0,40.9,Running
10100197,145.0,female,36,176.0,74.0,23.0,108.0,40.8,Running
10100218,160.0,female,57,170.0,72.0,26.0,103.0,40.3,Running
10100604,121.0,female,66,145.0,49.0,18.0,104.0,40.2,Running
10101371,29.0,female,21,,68.0,9.0,81.0,39.7,Walking
10101706,167.0,female,70,189.0,86.0,28.0,101.0,40.6,Running
10102192,82.0,male,22,180.0,79.0,21.0,95.0,40.6,Running
10104386,42.0,female,52,179.0,76.0,9.0,90.0,39.8,Running
10106140,81.0,female,50,162.0,59.0,14.0,99.0,40.3,Running
10106359,106.0,female,71,146.0,51.0,17.0,99.0,40.1,Running
10106650,8.0,female,51,160.0,63.0,2.0,82.0,38.3,Walking
10106805,36.0,female,22,159.0,58.0,9.0,87.0,39.4,Walking
10107692,73.0,female,27,160.0,64.0,14.0,98.0,39.8,Running
10108209,106.0,female,61,147.0,56.0,18.0,98.0,40.2,Running
10108884,13.0,female,62,145.0,50.0,3.0,82.0,38.6,Walking
10109177,49.0,female,63,160.0,61.0,10.0,89.0,40.1,Walking
10109322,146.0,male,39,198.0,105.0,23.0,102.0,40.7,Running
10110611,16.0,female,31,153.0,54.0,4.0,86.0,39.1,Walking
10111843,53.0,female,47,173.0,74.0,10.0,97.0,39.8,Running
10114498,212.0,male,58,189.0,96.0,27.0,107.0,40.8,Running
10114943,29.0,female,41,154.0,58.0,6.0,91.0,39.2,Running
10115284,11.0,male,44,196.0,95.0,3.0,83.0,38.8,Walking
10116277,221.0,male,48,177.0,86.0,27.0,114.0,41.0,Running
10117681,265.0,male,79,176.0,82.0,30.0,109.0,40.8,Running
10117815,173.0,male,30,,86.0,27.0,108.0,41.1,Running
10118920,110.0,male,48,159.0,60.0,21.0,98.0,40.6,Running
10119080,22.0,female,64,156.0,51.0,5.0,82.0,39.1,Walking
10119545,132.0,female,33,158.0,61.0,21.0,107.0,40.8,Running
10120578,46.0,female,23,170.0,66.0,12.0,86.0,40.3,Walking
10121024,195.0,male,56,184.0,85.0,26.0,107.0,40.9,Running
10121211,149.0,female,52,165.0,65.0,23.0,106.0,40.6,Running
10121663,33.0,female,48,146.0,46.0,7.0,88.0,39.5,Walking
10121927,5.0,male,23,180.0,85.0,2.0,85.0,37.8,Walking
10122039,3.0,female,22,153.0,57.0,1.0,,38.0,High_Intensity
10123661,89.0,male,28,187.0,85.0,23.0,92.0,40.2,Running
10125029,264.0,male,73,188.0,93.0,29.0,111.0,40.9,Running
10126210,17.0,female,78,187.0,84.0,4.0,84.0,39.0,Walking
10126377,76.0,male,23,180.0,82.0,17.0,98.0,40.2,Running
10126521,11.0,male,59,182.0,86.0,3.0,81.0,38.6,Walking
10126548,90.0,male,79,175.0,83.0,14.0,93.0,40.2,Running
10128705,115.0,female,27,175.0,71.0,22.0,99.0,40.8,Running
10129283,56.0,female,63,161.0,61.0,11.0,91.0,40.4,Running
10129534,150.0,male,23,177.0,85.0,22.0,113.0,40.7,Running
10129910,24.0,male,42,179.0,81.0,8.0,82.0,39.7,Walking
10130636,137.0,female,38,161.0,64.0,24.0,101.0,40.3,Running
10131251,160.0,female,51,163.0,59.0,24.0,107.0,40.4,Running
10131926,116.0,male,21,187.0,84.0,27.0,97.0,40.8,Running
10131998,140.0,female,56,162.0,63.0,20.0,110.0,40.7,Running
10132457,123.0,female,74,167.0,71.0,20.0,100.0,40.6,Running
10132785,42.0,male,35,178.0,80.0,11.0,90.0,39.8,Running
10133224,199.0,female,64,165.0,69.0,29.0,108.0,40.8,Running
10133801,154.0,female,67,165.0,65.0,24.0,103.0,40.4,Running
10134177,171.0,female,63,165.0,65.0,26.0,105.0,40.6,Running
10134201,72.0,male,48,186.0,85.0,17.0,88.0,40.6,Walking
10134350,87.0,male,63,182.0,86.0,14.0,96.0,40.1,Running
10134511,75.0,male,42,194.0,100.0,13.0,98.0,40.1,Running
10135130,55.0,male,42,186.0,89.0,13.0,89.0,40.2,Walking
10135700,136.0,female,65,157.0,54.0,23.0,97.0,40.4,Running
10136038,220.0,female,66,179.0,75.0,30.0,113.0,41.1,Running
10136790,37.0,male,20,194.0,92.0,10.0,92.0,39.7,Running
10137583,174.0,male,26,187.0,82.0,29.0,107.0,40.2,Running
10137587,133.0,female,44,169.0,62.0,22.0,103.0,40.5,Running
10137820,103.0,female,37,160.0,63.0,18.0,101.0,40.4,Running
10137959,62.0,female,49,172.0,71.0,13.0,91.0,39.9,Running
10140158,66.0,male,68,173.0,77.0,12.0,91.0,39.8,Running
10140238,83.0,female,52,157.0,56.0,16.0,93.0,40.2,Running
10140715,157.0,female,75,161.0,60.0,24.0,102.0,40.8,Running
10142566,168.0,female,33,152.0,51.0,27.0,105.0,41.1,Running
10143089,4.0,male,30,184.0,92.0,3.0,74.0,38.7,Walking
10143692,32.0,male,33,195.0,94.0,12.0,81.0,40.3,Walking
10144162,11.0,male,23,197.0,96.0,4.0,85.0,38.7,Walking
10144717,17.0,male,55,183.0,84.0,5.0,80.0,39.0,Walking
10145022,64.0,male,42,184.0,,14.0,92.0,39.9,Running
10145188,210.0,male,77,166.0,66.0,25.0,109.0,40.4,Running
10146087,37.0,female,21,179.0,73.0,9.0,90.0,39.6,Running
10146286,155.0,female,33,163.0,63.0,27.0,102.0,40.6,Running
10146798,49.0,male,20,197.0,93.0,11.0,97.0,39.8,Running
10148267,55.0,male,31,178.0,80.0,13.0,94.0,39.8,Running
10148373,90.0,female,46,169.0,70.0,18.0,94.0,40.3,Running
10149996,108.0,female,51,166.0,70.0,22.0,92.0,40.9,Running
10150474,85.0,female,22,167.0,59.0,16.0,99.0,40.2,Running
10151428,78.0,female,32,162.0,65.0,16.0,94.0,40.1,Running
10153174,161.0,female,32,167.0,69.0,28.0,103.0,40.8,Running
10153431,91.0,male,42,196.0,95.0,18.0,94.0,40.4,Running
10153480,46.0,female,33,171.0,70.0,10.0,92.0,39.8,Running
10153634,207.0,male,43,176.0,79.0,26.0,115.0,41.2,Running
10153799,40.0,male,38,203.0,107.0,7.0,98.0,39.4,Running
10154011,58.0,male,60,182.0,90.0,11.0,90.0,40.2,Running
10154968,116.0,male,64,184.0,89.0,16.0,102.0,40.3,Running
10155136,9.0,male,29,177.0,81.0,5.0,79.0,39.3,Walking
10155474,180.0,female,49,150.0,,25.0,111.0,41.0,Running
10155559,86.0,male,20,176.0,80.0,18.0,101.0,40.4,Running
10156483,35.0,male,31,196.0,96.0,11.0,85.0,40.1,Walking
10157076,34.0,female,64,176.0,74.0,6.0,97.0,39.1,Running
10157295,52.0,female,25,160.0,54.0,13.0,86.0,40.4,Walking
10157722,11.0,male,52,197.0,99.0,3.0,80.0,38.6,Walking
10158414,55.0,female,63,161.0,57.0,11.0,89.0,40.1,Walking
10159698,53.0,male,59,177.0,82.0,13.0,84.0,39.8,Walking
10160535,128.0,female,21,147.0,45.0,23.0,100.0,40.6,Running
10162019,29.0,female,64,151.0,50.0,6.0,87.0,39.4,Walking
10162683,111.0,female,53,147.0,49.0,18.0,101.0,40.2,Running
10163372,47.0,female,31,153.0,53.0,10.0,91.0,39.8,Running
10164017,8.0,male,39,197.0,96.0,3.0,78.0,38.6,Walking
10165882,53.0,male,65,183.0,82.0,11.0,87.0,39.6,Walking
10166538,158.0,female,45,155.0,56.0,27.0,100.0,40.9,Running
10167467,10.0,female,30,165.0,59.0,3.0,79.0,38.2,Walking
10168222,24.0,female,75,,48.0,5.0,85.0,39.1,Walking
10168643,137.0,male,26,197.0,90.0,24.0,104.0,40.7,Running
10168990,48.0,female,56,164.0,67.0,11.0,86.0,39.9,Walking
10169930,46.0,female,46,161.0,54.0,10.0,88.0,40.2,Walking
10170142,68.0,male,55,182.0,87.0,12.0,95.0,39.8,Running
10171710,185.0,male,45,187.0,91.0,25.0,109.0,41.0,Running
10171790,25.0,female,30,169.0,69.0,6.0,89.0,39.4,Walking
10172522,8.0,female,33,172.0,67.0,2.0,84.0,38.5,Walking
10173035,160.0,female,39,167.0,63.0,25.0,107.0,40.9,Running
10174029,191.0,female,64,174.0,72.0,28.0,108.0,40.9,Running
10174276,115.0,female,40,171.0,65.0,20.0,,40.7,High_Intensity
10174577,105.0,female,23,152.0,51.0,19.0,100.0,40.4,Running
10175007,49.0,male,28,207.0,103.0,10.0,96.0,40.1,Running
10176870,165.0,female,44,174.0,75.0,27.0,105.0,40.8,Running
10177181,13.0,female,20,179.0,74.0,3.0,92.0,38.7,Running
10177894,6.0,female,53,167.0,,2.0,74.0,38.1,Walking
10179670,172.0,female,63,157.0,58.0,28.0,100.0,40.6,Running
10180174,139.0,female,23,171.0,63.0,24.0,104.0,40.8,Running
10180496,45.0,female,36,157.0,56.0,12.0,82.0,39.7,Walking
10181065,121.0,female,22,178.0,68.0,23.0,100.0,40.8,Running
10182290,27.0,male,42,186.0,84.0,7.0,87.0,39.7,Walking
10182922,7.0,female,24,166.0,64.0,2.0,84.0,38.4,Walking
10182990,57.0,male,76,203.0,106.0,8.0,,39.3,High_Intensity
10186076,109.0,male,69,182.0,87.0,18.0,93.0,40.7,Running
10186423,27.0,male,60,178.0,75.0,6.0,87.0,39.4,Walking
10186484,28.0,male,22,203.0,97.0,8.0,90.0,39.4,Running
10187012,149.0,male,28,194.0,95.0,24.0,106.0,40.5,Running
10187691,59.0,female,62,156.0,63.0,13.0,86.0,40.4,Walking
10187923,3.0,female,62,166.0,,1.0,73.0,37.9,Walking
10188164,63.0,female,47,176.0,77.0,15.0,87.0,39.8,Walking
10189848,94.0,male,20,179.0,77.0,23.0,97.0,40.6,Running
10190166,156.0,male,27,182.0,79.0,29.0,103.0,41.1,Running
10190264,72.0,male,68,185.0,87.0,10.0,101.0,39.9,Running
10191695,194.0,male,21,200.0,98.0,29.0,111.0,40.7,Running
10192977,105.0,female,58,192.0,83.0,18.0,101.0,40.8,Running
10194818,126.0,female,60,161.0,64.0,21.0,100.0,40.3,Running
10196677,75.0,male,32,173.0,77.0,16.0,97.0,40.0,Running
10196902,65.0,male,38,170.0,75.0,14.0,95.0,40.4,Running
10198306,238.0,male,62,196.0,97.0,29.0,108.0,40.6,Running
10199130,100.0,female,26,135.0,43.0,17.0,102.0,40.4,Running
10199291,127.0,female,73,181.0,76.0,19.0,106.0,40.4,Running
10199610,60.0,female,32,166.0,66.0,14.0,89.0,39.9,Walking
10201123,52.0,male,36,193.0,95.0,10.0,97.0,40.0,Running
10201619,76.0,male,23,184.0,81.0,15.0,102.0,40.3,Running
10204513,89.0,female,50,173.0,65.0,16.0,98.0,40.4,Running
10204638,109.0,male,59,172.0,80.0,16.0,102.0,40.0,Running
10204765,121.0,male,26,173.0,77.0,23.0,103.0,40.2,Running
10205471,45.0,male,47,166.0,71.0,9.0,95.0,39.5,Running
10205621,60.0,male,26,191.0,98.0,11.0,101.0,40.0,Running
10206507,59.0,male,62,169.0,68.0,13.0,88.0,40.1,Walking
10206919,50.0,female,26,164.0,61.0,12.0,88.0,40.2,Walking
10207164,249.0,male,69,180.0,86.0,28.0,112.0,40.9,Running
10207737,161.0,male,56,192.0,97.0,20.0,109.0,40.5,Running
10210251,136.0,male,49,180.0,81.0,21.0,103.0,40.4,Running
10210587,53.0,female,34,178.0,74.0,10.0,99.0,39.7,Running
10210809,49.0,male,39,174.0,76.0,17.0,83.0,40.5,Walking
10211651,101.0,male,76,193.0,104.0,16.0,90.0,40.4,Running
10211730,177.0,female,46,154.0,54.0,28.0,104.0,40.8,Running
10211735,4.0,female,38,150.0,50.0,1.0,81.0,37.9,Walking
10212121,166.0,female,23,158.0,58.0,26.0,109.0,40.5,Running
10212268,49.0,male,68,188.0,90.0,10.0,85.0,40.1,Walking
10212340,57.0,female,31,161.0,57.0,11.0,96.0,40.2,Running
10212687,129.0,male,39,178.0,73.0,24.0,100.0,40.6,Running
10212725,104.0,male,47,182.0,89.0,17.0,100.0,40.0,Running
10216276,96.0,male,57,180.0,87.0,19.0,90.0,40.2,Running
10216387,50.0,male,48,181.0,88.0,9.0,96.0,40.0,Running
10216564,22.0,male,34,186.0,84.0,8.0,83.0,39.7,Walking
10216639,25.0,female,45,161.0,65.0,7.0,80.0,39.5,Walking
10217836,41.0,male,24,182.0,85.0,10.0,95.0,40.0,Running
10218276,165.0,female,20,155.0,56.0,26.0,109.0,40.6,Running
10218344,9.0,female,25,158.0,55.0,3.0,76.0,38.4,Walking
10219012,128.0,female,44,170.0,69.0,24.0,97.0,40.7,Running
10219385,131.0,male,49,181.0,84.0,21.0,101.0,40.5,Running
10221203,72.0,female,35,164.0,61.0,16.0,90.0,40.1,Running
10222541,57.0,female,57,158.0,55.0,9.0,103.0,39.9,Running
10222741,109.0,male,28,173.0,73.0,20.0,104.0,40.2,Running
10223654,88.0,female,26,172.0,64.0,16.0,101.0,40.2,Running
10224390,108.0,male,69,177.0,76.0,15.0,102.0,40.3,Running
10224780,3.0,male,32,197.0,101.0,1.0,84.0,37.7,Walking
10225720,138.0,female,30,152.0,57.0,23.0,104.0,40.7,Running
10227127,26.0,female,39,170.0,72.0,6.0,89.0,38.9,Walking
10227445,88.0,female,55,170.0,69.0,14.0,104.0,40.3,Running
10227552,46.0,male,59,190.0,93.0,8.0,93.0,39.8,Running
10228092,20.0,male,40,184.0,87.0,5.0,88.0,39.5,Walking
10228565,10.0,male,28,172.0,72.0,5.0,81.0,38.7,Walking
10229285,78.0,female,63,167.0,67.0,17.0,87.0,40.5,Walking
10229498,88.0,female,62,185.0,85.0,16.0,98.0,40.3,Running
10229762,7.0,female,20,155.0,50.0,2.0,82.0,37.9,Walking
10230653,60.0,male,42,176.0,76.0,12.0,96.0,40.0,Running
10231717,48.0,female,32,176.0,72.0,11.0,90.0,39.8,Running
10232135,29.0,female,21,175.0,74.0,8.0,85.0,39.5,Walking
10232911,107.0,male,79,179.0,81.0,15.0,98.0,40.1,Running
10233013,19.0,male,56,185.0,93.0,5.0,81.0,39.0,Walking
10234654,161.0,female,62,160.0,64.0,25.0,104.0,40.8,Running
10234951,187.0,male,62,178.0,79.0,26.0,104.0,40.7,Running
10235459,1.0,male,22,183.0,84.0,1.0,76.0,37.8,Walking
10237219,207.0,male,37,186.0,93.0,27.0,113.0,41.2,Running
10237669,107.0,male,29,186.0,85.0,22.0,98.0,40.4,Running
10239327,102.0,female,27,149.0,50.0,19.0,98.0,40.4,Running
10239890,11.0,male,26,188.0,87.0,8.0,76.0,39.5,Walking
10240334,177.0,female,27,166.0,59.0,28.0,108.0,41.0,Running
10241519,23.0,female,21,179.0,72.0,7.0,82.0,39.4,Walking
10241763,10.0,female,28,169.0,68.0,3.0,81.0,38.5,Walking
10241958,144.0,female,35,173.0,73.0,26.0,,40.8,High_Intensity
10242244,212.0,male,60,181.0,87.0,28.0,106.0,41.0,Running
10242269,151.0,female,20,171.0,71.0,25.0,108.0,40.8,Running
10243918,28.0,female,35,172.0,65.0,6.0,92.0,39.3,Running
10244000,13.0,male,25,158.0,58.0,11.0,79.0,39.7,Walking
10244375,179.0,male,22,192.0,91.0,26.0,113.0,40.7,Running
10247441,20.0,male,24,176.0,76.0,10.0,82.0,39.8,Walking
10248646,122.0,male,78,175.0,79.0,15.0,105.0,40.1,Running
10248759,31.0,female,28,157.0,49.0,7.0,89.0,39.2,Walking
10248976,181.0,male,38,177.0,84.0,28.0,106.0,40.9,Running
10250025,92.0,female,54,163.0,58.0,16.0,98.0,40.5,Running
10250208,54.0,male,21,194.0,86.0,15.0,92.0,40.2,Running
10250475,97.0,female,30,176.0,69.0,18.0,100.0,40.3,Running
10250780,53.0,female,38,172.0,65.0,11.0,93.0,39.6,Running
10250910,71.0,male,53,199.0,95.0,13.0,93.0,40.1,Running
10251049,115.0,male,21,169.0,69.0,21.0,107.0,40.9,Running
10251536,107.0,male,49,185.0,85.0,18.0,99.0,40.2,Running
10252034,57.0,male,44,195.0,97.0,12.0,91.0,40.2,Running
10252570,41.0,male,20,168.0,68.0,16.0,88.0,40.3,Walking
10252634,23.0,male,32,183.0,86.0,8.0,84.0,39.7,Walking
10253739,28.0,female,20,177.0,66.0,8.0,83.0,,Walking
10254229,8.0,male,41,178.0,81.0,3.0,81.0,38.4,Walking
10254513,144.0,female,23,160.0,58.0,26.0,101.0,40.7,Running
10255842,129.0,female,70,167.0,64.0,22.0,97.0,40.4,Running
10256991,31.0,male,26,189.0,90.0,10.0,87.0,39.6,Walking
10257114,202.0,female,79,165.0,65.0,29.0,106.0,40.8,Running
10258184,45.0,female,55,153.0,56.0,9.0,90.0,39.7,Running
10258535,203.0,male,59,173.0,79.0,27.0,107.0,40.4,Running
10259305,146.0,male,38,192.0,90.0,25.0,101.0,41.0,Running
10259605,23.0,female,20,147.0,47.0,5.0,91.0,39.1,Running
10259917,13.0,male,27,169.0,68.0,4.0,90.0,38.9,Running
10260043,30.0,male,45,166.0,74.0,7.0,91.0,39.4,Running
10260258,161.0,male,28,171.0,77.0,25.0,110.0,40.9,Running
10261696,87.0,male,47,,87.0,16.0,96.0,40.3,Running
10261796,203.0,female,63,138.0,46.0,25.0,117.0,40.5,Running
10263320,159.0,male,63,188.0,97.0,23.0,99.0,40.7,Running
10263358,207.0,female,41,174.0,72.0,29.0,115.0,40.9,Running
10263534,112.0,female,63,163.0,60.0,19.0,98.0,40.2,Running
10263593,7.0,female,25,161.0,63.0,2.0,84.0,38.3,Walking
10264524,111.0,female,34,168.0,69.0,23.0,94.0,40.9,Running
